latitude,longitude,booking_time,pickup_time,status,app,test
38.821187,-77.217456,2013-02-25 18:39,2013-02-25 23:38,complete,true,false
43.640437,-79.559541,2013-02-25 18:52,2013-02-25 23:52,complete,true,false
43.640457,-79.559627,2013-02-25 18:54,2013-02-25 23:54,complete,true,false
43.655972,-79.40003,2013-02-25 19:11,2013-02-26 00:11,complete,true,false
43.659345,-79.415502,2013-02-25 22:10,2013-02-26 03:10,complete,true,false
43.671201,-79.2995,2013-02-26 07:23,2013-02-26 12:23,complete,true,false
43.8179964,-79.3352186,2013-02-26 13:01,2013-02-26 21:15,complete,false,false
0,0,2013-02-26 17:35,2013-02-26 22:36,complete,false,false
44.092571,-77.59623,2013-02-26 18:42,2013-02-26 23:42,complete,true,false
0,0,2013-02-26 18:49,2013-02-26 23:50,complete,false,false
